interaction_id,student_id,date,week,query_type,topic,n_retrieved,latency_s,thumbs,intent
LOG-00588,E15,2025-09-23,4,code_mixed,Dynamic Programming (Intro),5,1.97,none,how_to_implement
LOG-00589,E04,2025-10-11,6,english,Searching Algorithms,5,2.02,up,how_to_implement
LOG-00590,E21,2025-09-24,4,english,Dynamic Programming (Intro),5,2.06,none,how_to_implement
LOG-00591,E18,2025-10-04,5,english,Greedy and Backtracking,5,1.84,none,complexity
LOG-00592,E09,2025-10-11,6,code_mixed,Complexity and Notation,5,1.57,up,debug
LOG-00593,E23,2025-10-09,6,romanized_nepali,Dynamic Programming (Intro),5,1.93,none,conceptual_why
LOG-00594,E14,2025-10-07,6,code_mixed,Arrays and Strings,5,2.12,up,complexity
LOG-00595,E02,2025-10-03,5,romanized_nepali,Complexity and Notation,5,1.87,none,how_to_implement
LOG-00596,E03,2025-09-17,3,romanized_nepali,Hashing,5,2.2,none,debug
LOG-00597,E07,2025-10-07,6,code_mixed,Trees and BSTs,5,1.52,up,conceptual_why
LOG-00598,E16,2025-09-23,4,english,Dynamic Programming (Intro),5,1.64,up,how_to_implement
LOG-00599,E22,2025-10-06,6,code_mixed,Graphs and Traversals,5,1.4,up,how_to_implement
LOG-00600,E04,2025-09-17,3,romanized_nepali,Graphs and Traversals,5,2.52,up,conceptual_why
LOG-00601,E01,2025-10-11,6,code_mixed,Dynamic Programming (Intro),5,1.84,none,how_to_implement
LOG-00602,E16,2025-09-12,2,code_mixed,Trees and BSTs,5,1.15,none,complexity
LOG-00603,E12,2025-10-08,6,code_mixed,Graphs and Traversals,5,1.71,none,how_to_implement
LOG-00604,E13,2025-10-10,6,english,Searching Algorithms,5,1.06,up,conceptual_why
LOG-00605,E22,2025-09-12,2,romanized_nepali,Dynamic Programming (Intro),5,0.69,none,conceptual_why
LOG-00606,E24,2025-10-09,6,code_mixed,Arrays and Strings,5,2.43,none,conceptual_why
LOG-00607,E25,2025-10-04,5,romanized_nepali,Sorting Algorithms,5,2.28,none,debug
LOG-00608,E21,2025-10-03,5,code_mixed,Hashing,5,1.44,none,complexity
LOG-00609,E01,2025-09-18,3,english,Trees and BSTs,5,1.06,none,complexity
LOG-00610,E05,2025-09-20,3,romanized_nepali,Greedy and Backtracking,5,1.03,down,conceptual_why
LOG-00611,E15,2025-09-18,3,romanized_nepali,Dynamic Programming (Intro),5,2.72,none,conceptual_why
LOG-00612,E25,2025-09-23,4,code_mixed,Searching Algorithms,5,0.99,up,how_to_implement
LOG-00613,E03,2025-10-04,5,code_mixed,Searching Algorithms,5,1.77,none,conceptual_why
LOG-00614,E14,2025-10-06,6,romanized_nepali,Sorting Algorithms,5,1.42,none,conceptual_why
LOG-00615,E12,2025-10-06,6,english,Trees and BSTs,5,1.66,up,how_to_implement
LOG-00616,E12,2025-09-21,3,english,Linked Lists,5,1.04,none,how_to_implement
LOG-00617,E08,2025-09-20,3,english,Dynamic Programming (Intro),5,1.99,none,conceptual_why
LOG-00618,E08,2025-10-07,6,romanized_nepali,Complexity and Notation,5,1.21,none,conceptual_why
LOG-00619,E07,2025-10-12,6,code_mixed,Searching Algorithms,5,2.11,none,conceptual_why
LOG-00620,E04,2025-09-17,3,code_mixed,Arrays and Strings,5,1.47,up,debug
LOG-00621,E15,2025-09-23,4,english,Trees and BSTs,5,1.82,up,how_to_implement
LOG-00622,E13,2025-09-19,3,code_mixed,Sorting Algorithms,5,2.11,none,debug
LOG-00623,E19,2025-10-12,6,english,Trees and BSTs,5,1.65,up,how_to_implement
LOG-00624,E17,2025-09-02,1,romanized_nepali,Graphs and Traversals,5,1.86,up,how_to_implement
LOG-00625,E25,2025-10-10,6,code_mixed,Sorting Algorithms,5,1.88,up,debug
LOG-00626,E10,2025-10-07,6,code_mixed,Trees and BSTs,5,1.53,none,conceptual_why
LOG-00627,E23,2025-09-20,3,romanized_nepali,Graphs and Traversals,5,1.77,none,debug
LOG-00628,E11,2025-10-05,5,code_mixed,Graphs and Traversals,5,1.52,up,debug
LOG-00629,E18,2025-09-21,3,code_mixed,Stacks and Queues,5,1.67,up,how_to_implement
LOG-00630,E21,2025-10-04,5,english,Linked Lists,5,1.86,none,complexity
LOG-00631,E12,2025-09-23,4,english,Greedy and Backtracking,5,1.61,none,how_to_implement
LOG-00632,E13,2025-10-11,6,code_mixed,Dynamic Programming (Intro),5,1.72,none,how_to_implement
LOG-00633,E17,2025-09-24,4,romanized_nepali,Graphs and Traversals,5,0.69,none,conceptual_why
LOG-00634,E04,2025-10-08,6,code_mixed,Dynamic Programming (Intro),5,1.93,none,complexity
LOG-00635,E14,2025-10-01,5,code_mixed,Arrays and Strings,5,1.58,none,how_to_implement
LOG-00636,E04,2025-09-21,3,english,Graphs and Traversals,5,1.59,none,how_to_implement
LOG-00637,E07,2025-10-12,6,english,Sorting Algorithms,5,1.33,down,how_to_implement
LOG-00638,E16,2025-09-15,3,code_mixed,Linked Lists,5,1.0,none,how_to_implement
LOG-00639,E25,2025-10-10,6,code_mixed,Trees and BSTs,5,1.62,up,conceptual_why
LOG-00640,E26,2025-10-12,6,english,Graphs and Traversals,5,1.77,none,how_to_implement
LOG-00641,E08,2025-10-09,6,code_mixed,Stacks and Queues,5,1.28,none,how_to_implement
LOG-00642,E05,2025-10-04,5,romanized_nepali,Sorting Algorithms,5,1.97,none,conceptual_why
LOG-00643,E14,2025-10-04,5,english,Trees and BSTs,5,0.83,none,how_to_implement
LOG-00644,E13,2025-10-11,6,code_mixed,Linked Lists,5,1.69,up,how_to_implement
LOG-00645,E11,2025-09-23,4,english,Graphs and Traversals,5,1.06,none,complexity
LOG-00646,E21,2025-10-08,6,romanized_nepali,Trees and BSTs,5,1.95,up,complexity
LOG-00647,E19,2025-10-07,6,code_mixed,Hashing,5,1.34,none,conceptual_why
LOG-00648,E15,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,2.13,none,debug
LOG-00649,E16,2025-09-23,4,english,Complexity and Notation,5,2.63,none,debug
LOG-00650,E15,2025-10-05,5,english,Trees and BSTs,5,1.89,none,debug
LOG-00651,E18,2025-09-07,1,code_mixed,Trees and BSTs,5,1.01,up,conceptual_why
LOG-00652,E24,2025-09-06,1,romanized_nepali,Hashing,5,1.84,none,how_to_implement
LOG-00653,E25,2025-09-08,2,romanized_nepali,Dynamic Programming (Intro),5,1.6,none,conceptual_why
LOG-00654,E26,2025-10-06,6,code_mixed,Linked Lists,5,2.07,none,debug
LOG-00655,E22,2025-09-21,3,english,Graphs and Traversals,5,1.81,none,conceptual_why
LOG-00656,E04,2025-10-10,6,romanized_nepali,Linked Lists,5,1.89,none,complexity
LOG-00657,E13,2025-09-06,1,code_mixed,Hashing,5,1.63,none,conceptual_why
LOG-00658,E21,2025-09-13,2,code_mixed,Heaps and Priority Queues,5,2.38,none,debug
LOG-00659,E09,2025-10-09,6,english,Linked Lists,5,1.71,none,how_to_implement
LOG-00660,E16,2025-09-23,4,code_mixed,Linked Lists,5,1.6,up,complexity
LOG-00661,E02,2025-09-17,3,code_mixed,Dynamic Programming (Intro),5,2.56,up,complexity
LOG-00662,E06,2025-10-08,6,romanized_nepali,Stacks and Queues,5,2.0,none,conceptual_why
LOG-00663,E12,2025-09-18,3,english,Dynamic Programming (Intro),5,1.59,none,how_to_implement
LOG-00664,E03,2025-10-12,6,code_mixed,Arrays and Strings,5,0.85,none,complexity
LOG-00665,E12,2025-09-19,3,english,Greedy and Backtracking,5,2.32,none,how_to_implement
LOG-00666,E07,2025-10-09,6,english,Searching Algorithms,5,1.75,none,complexity
LOG-00667,E23,2025-09-24,4,english,Dynamic Programming (Intro),5,1.61,up,conceptual_why
LOG-00668,E09,2025-10-11,6,english,Arrays and Strings,5,2.03,none,how_to_implement
LOG-00669,E11,2025-09-19,3,code_mixed,Heaps and Priority Queues,5,2.64,none,complexity
LOG-00670,E21,2025-10-11,6,english,Greedy and Backtracking,5,2.42,none,debug
LOG-00671,E15,2025-09-19,3,romanized_nepali,Greedy and Backtracking,5,1.38,up,complexity
LOG-00672,E02,2025-09-24,4,code_mixed,Graphs and Traversals,5,1.78,none,how_to_implement
LOG-00673,E07,2025-10-04,5,code_mixed,Heaps and Priority Queues,5,1.04,none,how_to_implement
LOG-00674,E16,2025-09-30,5,romanized_nepali,Trees and BSTs,5,1.99,up,conceptual_why
LOG-00675,E06,2025-10-05,5,code_mixed,Sorting Algorithms,5,1.23,up,how_to_implement
LOG-00676,E08,2025-10-06,6,code_mixed,Graphs and Traversals,5,1.61,none,conceptual_why
LOG-00677,E16,2025-09-18,3,english,Trees and BSTs,5,0.84,none,debug
LOG-00678,E14,2025-09-01,1,english,Linked Lists,5,2.22,none,complexity
LOG-00679,E08,2025-10-06,6,code_mixed,Searching Algorithms,5,0.83,up,how_to_implement
LOG-00680,E15,2025-10-03,5,code_mixed,Sorting Algorithms,5,1.63,none,conceptual_why
LOG-00681,E17,2025-09-30,5,code_mixed,Arrays and Strings,5,1.46,none,conceptual_why
LOG-00682,E02,2025-09-25,4,english,Linked Lists,5,2.22,none,how_to_implement
LOG-00683,E08,2025-10-11,6,english,Sorting Algorithms,5,1.63,none,how_to_implement
LOG-00684,E09,2025-09-19,3,code_mixed,Stacks and Queues,5,1.73,up,debug
LOG-00685,E23,2025-10-10,6,code_mixed,Trees and BSTs,5,1.59,none,how_to_implement
LOG-00686,E02,2025-09-13,2,code_mixed,Graphs and Traversals,5,1.98,up,debug
LOG-00687,E10,2025-10-06,6,code_mixed,Sorting Algorithms,5,1.19,none,debug
LOG-00688,E06,2025-10-11,6,romanized_nepali,Sorting Algorithms,5,1.2,none,conceptual_why
LOG-00689,E19,2025-09-12,2,code_mixed,Dynamic Programming (Intro),5,2.24,up,complexity
LOG-00690,E21,2025-10-07,6,code_mixed,Graphs and Traversals,5,0.68,up,debug
LOG-00691,E02,2025-09-19,3,code_mixed,Dynamic Programming (Intro),5,1.87,up,conceptual_why
LOG-00692,E23,2025-09-05,1,code_mixed,Sorting Algorithms,5,1.43,up,conceptual_why
LOG-00693,E19,2025-09-23,4,code_mixed,Trees and BSTs,5,1.92,up,how_to_implement
LOG-00694,E07,2025-10-06,6,romanized_nepali,Searching Algorithms,5,1.88,up,conceptual_why
LOG-00695,E24,2025-09-19,3,code_mixed,Complexity and Notation,5,1.67,none,conceptual_why
LOG-00696,E09,2025-10-11,6,code_mixed,Dynamic Programming (Intro),5,2.01,none,conceptual_why
LOG-00697,E21,2025-09-01,1,code_mixed,Linked Lists,5,1.66,none,how_to_implement
LOG-00698,E03,2025-09-18,3,code_mixed,Arrays and Strings,5,2.02,none,debug
LOG-00699,E13,2025-09-21,3,english,Heaps and Priority Queues,5,1.44,none,how_to_implement
LOG-00700,E14,2025-09-21,3,code_mixed,Stacks and Queues,5,2.22,none,complexity
LOG-00701,E23,2025-09-19,3,english,Graphs and Traversals,5,1.73,up,conceptual_why
LOG-00702,E22,2025-09-02,1,english,Dynamic Programming (Intro),5,1.59,up,how_to_implement
LOG-00703,E15,2025-09-16,3,romanized_nepali,Linked Lists,5,1.81,none,debug
LOG-00704,E02,2025-09-18,3,code_mixed,Linked Lists,5,1.55,none,conceptual_why
LOG-00705,E12,2025-10-05,5,code_mixed,Trees and BSTs,5,0.4,up,debug
LOG-00706,E11,2025-09-22,4,romanized_nepali,Sorting Algorithms,5,1.21,none,complexity
LOG-00707,E26,2025-10-06,6,romanized_nepali,Arrays and Strings,5,2.08,none,how_to_implement
LOG-00708,E18,2025-09-23,4,code_mixed,Graphs and Traversals,5,1.85,none,debug
LOG-00709,E12,2025-09-21,3,english,Greedy and Backtracking,5,2.14,none,how_to_implement
LOG-00710,E11,2025-09-12,2,english,Hashing,5,1.32,none,conceptual_why
LOG-00711,E21,2025-09-17,3,english,Sorting Algorithms,5,1.94,none,debug
LOG-00712,E04,2025-10-10,6,romanized_nepali,Stacks and Queues,5,2.11,none,complexity
LOG-00713,E22,2025-09-24,4,romanized_nepali,Heaps and Priority Queues,5,2.38,none,conceptual_why
LOG-00714,E18,2025-09-20,3,english,Trees and BSTs,5,2.36,none,conceptual_why
LOG-00715,E12,2025-09-16,3,code_mixed,Complexity and Notation,5,1.2,none,how_to_implement
LOG-00716,E19,2025-10-10,6,english,Graphs and Traversals,5,1.22,up,how_to_implement
LOG-00717,E12,2025-10-06,6,english,Trees and BSTs,5,1.32,none,debug
LOG-00718,E05,2025-10-06,6,code_mixed,Searching Algorithms,5,1.1,none,conceptual_why
LOG-00719,E12,2025-10-08,6,code_mixed,Arrays and Strings,5,1.11,none,complexity
LOG-00720,E02,2025-09-18,3,english,Dynamic Programming (Intro),5,1.23,up,debug
LOG-00721,E03,2025-10-06,6,code_mixed,Sorting Algorithms,5,1.83,down,how_to_implement
LOG-00722,E13,2025-09-06,1,romanized_nepali,Linked Lists,5,1.87,none,conceptual_why
LOG-00723,E22,2025-10-05,5,romanized_nepali,Graphs and Traversals,5,1.96,none,conceptual_why
LOG-00724,E06,2025-09-20,3,english,Graphs and Traversals,5,1.68,none,complexity
LOG-00725,E14,2025-10-05,5,english,Dynamic Programming (Intro),5,1.65,up,debug
LOG-00726,E26,2025-09-17,3,code_mixed,Linked Lists,5,1.39,down,how_to_implement
LOG-00727,E22,2025-09-21,3,english,Graphs and Traversals,5,2.13,up,how_to_implement
LOG-00728,E24,2025-10-05,5,code_mixed,Hashing,5,1.75,none,conceptual_why
LOG-00729,E18,2025-10-11,6,english,Sorting Algorithms,5,1.6,none,debug
LOG-00730,E16,2025-09-21,3,code_mixed,Linked Lists,5,2.33,none,debug
LOG-00731,E15,2025-09-13,2,code_mixed,Trees and BSTs,5,1.5,up,how_to_implement
LOG-00732,E16,2025-09-10,2,english,Trees and BSTs,5,2.38,up,complexity
LOG-00733,E13,2025-10-05,5,code_mixed,Hashing,5,1.32,none,complexity
LOG-00734,E11,2025-10-10,6,english,Sorting Algorithms,5,2.09,up,how_to_implement
LOG-00735,E07,2025-09-02,1,code_mixed,Trees and BSTs,5,2.08,none,conceptual_why
LOG-00736,E03,2025-09-21,3,code_mixed,Trees and BSTs,5,1.68,none,how_to_implement
LOG-00737,E11,2025-09-13,2,english,Graphs and Traversals,5,1.34,none,how_to_implement
LOG-00738,E21,2025-10-11,6,code_mixed,Trees and BSTs,5,1.68,up,debug
LOG-00739,E15,2025-09-10,2,english,Sorting Algorithms,5,2.3,none,debug
LOG-00740,E05,2025-09-06,1,english,Dynamic Programming (Intro),5,1.67,down,debug
LOG-00741,E22,2025-10-07,6,romanized_nepali,Sorting Algorithms,5,1.02,none,conceptual_why
LOG-00742,E02,2025-10-12,6,english,Trees and BSTs,5,1.52,none,how_to_implement
LOG-00743,E24,2025-10-07,6,code_mixed,Greedy and Backtracking,5,1.82,none,conceptual_why
LOG-00744,E18,2025-09-09,2,english,Searching Algorithms,5,2.57,none,complexity
LOG-00745,E15,2025-09-22,4,code_mixed,Searching Algorithms,5,1.71,up,complexity
LOG-00746,E12,2025-09-27,4,english,Sorting Algorithms,5,2.01,up,how_to_implement
LOG-00747,E22,2025-10-10,6,romanized_nepali,Trees and BSTs,5,1.86,none,debug
LOG-00748,E01,2025-10-07,6,code_mixed,Arrays and Strings,5,2.38,none,conceptual_why
LOG-00749,E01,2025-09-05,1,code_mixed,Trees and BSTs,5,1.65,none,how_to_implement
LOG-00750,E14,2025-09-24,4,english,Linked Lists,5,2.18,none,conceptual_why
LOG-00751,E09,2025-10-07,6,code_mixed,Hashing,5,2.5,none,debug
LOG-00752,E12,2025-09-29,5,romanized_nepali,Hashing,5,1.88,up,how_to_implement
LOG-00753,E14,2025-10-05,5,code_mixed,Hashing,5,1.46,none,conceptual_why
LOG-00754,E02,2025-10-12,6,code_mixed,Dynamic Programming (Intro),5,1.81,none,conceptual_why
LOG-00755,E26,2025-10-12,6,romanized_nepali,Greedy and Backtracking,5,2.55,none,conceptual_why
LOG-00756,E18,2025-10-09,6,english,Sorting Algorithms,5,2.07,none,complexity
LOG-00757,E04,2025-10-01,5,romanized_nepali,Hashing,5,1.84,none,complexity
LOG-00758,E20,2025-09-20,3,code_mixed,Graphs and Traversals,5,1.29,none,conceptual_why
LOG-00759,E14,2025-09-12,2,english,Dynamic Programming (Intro),5,2.35,none,how_to_implement
LOG-00760,E18,2025-09-13,2,english,Trees and BSTs,5,1.71,none,how_to_implement
LOG-00761,E20,2025-10-04,5,code_mixed,Graphs and Traversals,5,2.18,down,conceptual_why
LOG-00762,E26,2025-10-07,6,english,Hashing,5,1.56,up,how_to_implement
LOG-00763,E04,2025-10-09,6,english,Stacks and Queues,5,1.0,up,debug
LOG-00764,E26,2025-10-11,6,code_mixed,Stacks and Queues,5,1.71,up,how_to_implement
LOG-00765,E13,2025-09-19,3,romanized_nepali,Complexity and Notation,5,1.35,up,how_to_implement
LOG-00766,E06,2025-09-20,3,romanized_nepali,Trees and BSTs,5,1.94,none,conceptual_why
LOG-00767,E11,2025-09-15,3,code_mixed,Graphs and Traversals,5,1.47,up,complexity
LOG-00768,E11,2025-09-29,5,code_mixed,Graphs and Traversals,5,1.77,up,complexity
LOG-00769,E23,2025-10-11,6,romanized_nepali,Linked Lists,5,1.84,none,complexity
LOG-00770,E14,2025-10-07,6,english,Stacks and Queues,5,1.7,none,how_to_implement
LOG-00771,E03,2025-09-23,4,code_mixed,Searching Algorithms,5,2.27,up,complexity
LOG-00772,E19,2025-09-12,2,code_mixed,Graphs and Traversals,5,1.84,none,how_to_implement
LOG-00773,E14,2025-10-09,6,code_mixed,Hashing,5,1.34,up,complexity
LOG-00774,E22,2025-10-10,6,code_mixed,Dynamic Programming (Intro),5,1.88,up,conceptual_why
LOG-00775,E02,2025-10-07,6,code_mixed,Trees and BSTs,5,1.53,up,how_to_implement
LOG-00776,E23,2025-09-19,3,english,Graphs and Traversals,5,1.15,none,debug
LOG-00777,E23,2025-09-22,4,english,Trees and BSTs,5,2.15,none,complexity
LOG-00778,E01,2025-10-02,5,code_mixed,Complexity and Notation,5,1.92,none,debug
LOG-00779,E13,2025-10-11,6,english,Hashing,5,1.72,none,debug
LOG-00780,E04,2025-09-18,3,english,Stacks and Queues,5,1.52,none,conceptual_why
LOG-00781,E14,2025-09-23,4,code_mixed,Dynamic Programming (Intro),5,2.18,up,conceptual_why
LOG-00782,E03,2025-09-05,1,romanized_nepali,Stacks and Queues,5,1.64,up,conceptual_why
LOG-00783,E23,2025-09-01,1,english,Stacks and Queues,5,1.83,none,debug
LOG-00784,E06,2025-09-18,3,code_mixed,Trees and BSTs,5,1.59,up,complexity
LOG-00785,E18,2025-10-08,6,romanized_nepali,Dynamic Programming (Intro),5,1.36,none,debug
LOG-00786,E18,2025-10-05,5,code_mixed,Graphs and Traversals,5,1.45,up,conceptual_why
LOG-00787,E10,2025-09-24,4,code_mixed,Sorting Algorithms,5,1.96,none,complexity
LOG-00788,E07,2025-09-22,4,english,Searching Algorithms,5,0.95,up,complexity
LOG-00789,E24,2025-09-18,3,romanized_nepali,Linked Lists,5,1.68,none,how_to_implement
LOG-00790,E02,2025-10-07,6,english,Trees and BSTs,5,1.75,none,conceptual_why
LOG-00791,E08,2025-09-25,4,english,Dynamic Programming (Intro),5,1.45,none,complexity
LOG-00792,E10,2025-09-06,1,english,Hashing,5,2.05,up,how_to_implement
LOG-00793,E15,2025-10-04,5,romanized_nepali,Sorting Algorithms,5,2.39,none,conceptual_why
LOG-00794,E11,2025-10-12,6,english,Greedy and Backtracking,5,1.49,none,complexity
LOG-00795,E04,2025-09-06,1,code_mixed,Dynamic Programming (Intro),5,1.13,none,debug
LOG-00796,E15,2025-10-12,6,code_mixed,Sorting Algorithms,5,0.92,up,how_to_implement
LOG-00797,E19,2025-09-08,2,romanized_nepali,Arrays and Strings,5,1.17,none,how_to_implement
LOG-00798,E19,2025-09-20,3,code_mixed,Sorting Algorithms,5,1.62,none,conceptual_why
LOG-00799,E14,2025-10-12,6,english,Greedy and Backtracking,5,2.1,none,how_to_implement
LOG-00800,E09,2025-10-12,6,english,Searching Algorithms,5,1.8,none,conceptual_why
LOG-00801,E01,2025-09-14,2,romanized_nepali,Stacks and Queues,5,1.49,none,conceptual_why
LOG-00802,E14,2025-10-06,6,code_mixed,Hashing,5,1.22,none,how_to_implement
LOG-00803,E17,2025-10-04,5,code_mixed,Dynamic Programming (Intro),5,1.83,up,debug
LOG-00804,E13,2025-09-22,4,code_mixed,Graphs and Traversals,5,2.13,up,complexity
LOG-00805,E25,2025-10-08,6,romanized_nepali,Heaps and Priority Queues,5,1.92,none,conceptual_why
LOG-00806,E06,2025-10-04,5,english,Linked Lists,5,1.94,up,complexity
LOG-00807,E22,2025-09-17,3,romanized_nepali,Heaps and Priority Queues,5,2.16,none,conceptual_why
LOG-00808,E19,2025-09-25,4,romanized_nepali,Graphs and Traversals,5,2.43,up,complexity
LOG-00809,E23,2025-10-06,6,code_mixed,Greedy and Backtracking,5,1.44,none,complexity
LOG-00810,E24,2025-10-04,5,code_mixed,Stacks and Queues,5,2.05,none,how_to_implement
LOG-00811,E07,2025-09-29,5,romanized_nepali,Graphs and Traversals,5,2.28,none,conceptual_why
LOG-00812,E24,2025-10-07,6,english,Sorting Algorithms,5,2.14,none,how_to_implement
LOG-00813,E12,2025-09-10,2,english,Linked Lists,5,2.18,up,complexity
LOG-00814,E18,2025-09-04,1,code_mixed,Graphs and Traversals,5,1.44,up,how_to_implement
LOG-00815,E25,2025-09-03,1,code_mixed,Graphs and Traversals,5,2.16,none,conceptual_why
LOG-00816,E16,2025-10-04,5,english,Graphs and Traversals,5,2.31,none,how_to_implement
LOG-00817,E15,2025-09-23,4,code_mixed,Trees and BSTs,5,1.85,none,debug
LOG-00818,E03,2025-10-09,6,code_mixed,Heaps and Priority Queues,5,2.1,none,conceptual_why
LOG-00819,E16,2025-10-12,6,english,Graphs and Traversals,5,2.0,none,conceptual_why
LOG-00820,E07,2025-09-09,2,code_mixed,Arrays and Strings,5,2.57,down,debug
LOG-00821,E11,2025-09-22,4,code_mixed,Hashing,5,1.02,none,complexity
LOG-00822,E11,2025-09-23,4,english,Dynamic Programming (Intro),5,2.5,up,how_to_implement
LOG-00823,E26,2025-09-29,5,code_mixed,Dynamic Programming (Intro),5,1.95,none,conceptual_why
LOG-00824,E17,2025-10-10,6,code_mixed,Graphs and Traversals,5,2.17,up,conceptual_why
LOG-00825,E19,2025-10-03,5,romanized_nepali,Linked Lists,5,2.47,none,debug
LOG-00826,E06,2025-09-20,3,code_mixed,Complexity and Notation,5,1.91,none,how_to_implement
LOG-00827,E09,2025-10-05,5,code_mixed,Arrays and Strings,5,1.83,none,how_to_implement
LOG-00828,E23,2025-09-20,3,romanized_nepali,Dynamic Programming (Intro),5,2.25,none,complexity
LOG-00829,E04,2025-09-30,5,english,Searching Algorithms,5,1.94,none,how_to_implement
LOG-00830,E25,2025-09-08,2,romanized_nepali,Greedy and Backtracking,5,1.91,none,conceptual_why
LOG-00831,E12,2025-09-30,5,romanized_nepali,Linked Lists,5,1.1,none,conceptual_why
LOG-00832,E11,2025-09-24,4,code_mixed,Graphs and Traversals,5,0.75,up,debug
LOG-00833,E14,2025-10-04,5,english,Graphs and Traversals,5,2.08,up,debug
LOG-00834,E13,2025-10-01,5,english,Trees and BSTs,5,1.61,none,how_to_implement
LOG-00835,E13,2025-10-01,5,code_mixed,Hashing,5,1.9,none,debug
LOG-00836,E12,2025-10-07,6,code_mixed,Greedy and Backtracking,5,2.66,up,conceptual_why
LOG-00837,E19,2025-09-10,2,code_mixed,Trees and BSTs,5,2.45,none,conceptual_why
LOG-00838,E09,2025-10-07,6,code_mixed,Graphs and Traversals,5,1.7,up,conceptual_why
LOG-00839,E05,2025-10-04,5,romanized_nepali,Dynamic Programming (Intro),5,1.62,up,conceptual_why
LOG-00840,E12,2025-10-05,5,english,Complexity and Notation,5,1.19,none,how_to_implement
LOG-00841,E03,2025-09-22,4,english,Complexity and Notation,5,2.39,none,how_to_implement
LOG-00842,E13,2025-09-07,1,code_mixed,Greedy and Backtracking,5,1.62,none,debug
LOG-00843,E14,2025-10-11,6,english,Complexity and Notation,5,1.84,none,conceptual_why
LOG-00844,E21,2025-10-09,6,code_mixed,Graphs and Traversals,5,1.9,none,complexity
LOG-00845,E04,2025-10-12,6,code_mixed,Arrays and Strings,5,1.49,none,conceptual_why
LOG-00846,E12,2025-09-24,4,english,Searching Algorithms,5,0.4,none,how_to_implement
LOG-00847,E21,2025-10-10,6,english,Greedy and Backtracking,5,2.56,none,how_to_implement
LOG-00848,E10,2025-10-10,6,english,Trees and BSTs,5,1.87,up,how_to_implement
LOG-00849,E22,2025-09-29,5,code_mixed,Hashing,5,0.93,none,conceptual_why
LOG-00850,E19,2025-10-10,6,english,Arrays and Strings,5,1.47,none,how_to_implement
LOG-00851,E02,2025-10-08,6,english,Linked Lists,5,1.28,up,debug
LOG-00852,E11,2025-09-08,2,code_mixed,Trees and BSTs,5,1.41,up,how_to_implement
LOG-00853,E21,2025-09-10,2,english,Dynamic Programming (Intro),5,0.93,none,how_to_implement
LOG-00854,E14,2025-09-22,4,english,Searching Algorithms,5,1.83,none,how_to_implement
LOG-00855,E18,2025-09-28,4,code_mixed,Complexity and Notation,5,1.28,none,conceptual_why
LOG-00856,E26,2025-10-05,5,english,Searching Algorithms,5,2.42,none,conceptual_why
LOG-00857,E18,2025-09-30,5,english,Greedy and Backtracking,5,1.41,up,debug
LOG-00858,E15,2025-10-10,6,romanized_nepali,Heaps and Priority Queues,5,2.51,none,conceptual_why
LOG-00859,E22,2025-10-08,6,english,Trees and BSTs,5,1.14,none,conceptual_why
LOG-00860,E12,2025-09-08,2,code_mixed,Searching Algorithms,5,2.0,none,complexity
LOG-00861,E01,2025-09-20,3,romanized_nepali,Graphs and Traversals,5,1.84,up,how_to_implement
LOG-00862,E08,2025-10-10,6,english,Hashing,5,1.92,up,how_to_implement
LOG-00863,E16,2025-10-07,6,english,Dynamic Programming (Intro),5,2.54,up,conceptual_why
LOG-00864,E25,2025-09-02,1,english,Searching Algorithms,5,1.65,none,conceptual_why
LOG-00865,E16,2025-10-04,5,code_mixed,Stacks and Queues,5,1.29,none,complexity
LOG-00866,E09,2025-09-10,2,code_mixed,Sorting Algorithms,5,2.36,none,conceptual_why
LOG-00867,E26,2025-09-26,4,english,Hashing,5,0.98,up,how_to_implement
LOG-00868,E12,2025-10-12,6,english,Trees and BSTs,5,1.52,up,how_to_implement
LOG-00869,E07,2025-09-06,1,code_mixed,Dynamic Programming (Intro),5,2.02,none,debug
LOG-00870,E15,2025-10-08,6,code_mixed,Greedy and Backtracking,5,2.25,none,conceptual_why
LOG-00871,E10,2025-09-25,4,code_mixed,Graphs and Traversals,5,2.13,up,how_to_implement
LOG-00872,E04,2025-10-12,6,romanized_nepali,Greedy and Backtracking,5,2.02,up,complexity
LOG-00873,E19,2025-10-09,6,english,Arrays and Strings,5,0.62,up,complexity
LOG-00874,E18,2025-09-05,1,code_mixed,Hashing,5,2.08,none,debug
LOG-00875,E25,2025-10-04,5,english,Trees and BSTs,5,1.68,none,complexity
LOG-00876,E05,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,2.59,up,complexity
LOG-00877,E24,2025-09-19,3,code_mixed,Trees and BSTs,5,1.92,none,complexity
LOG-00878,E21,2025-10-06,6,romanized_nepali,Dynamic Programming (Intro),5,1.49,none,conceptual_why
LOG-00879,E08,2025-09-18,3,romanized_nepali,Dynamic Programming (Intro),5,2.42,up,complexity
LOG-00880,E13,2025-09-15,3,romanized_nepali,Linked Lists,5,1.08,up,conceptual_why
LOG-00881,E17,2025-09-20,3,code_mixed,Heaps and Priority Queues,5,2.16,none,conceptual_why
LOG-00882,E09,2025-09-19,3,romanized_nepali,Hashing,5,2.06,none,complexity
